行政區,機構名稱,地址,電話,開放時間,位置指引,基本設備,友善設備或服務,優良哺集乳室認證效期,輪椅使用,貼心小提醒
中山區,誠品生活股份有限公司南西分公司,臺北市中山區南京西路14號,02-25813358,週一至週日11:00~22:00,3樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,無,可提供輪椅媽媽使用,自行前往，不強制登記；哺集乳室資訊依各場所實際公告內容為主
中山區,老爺大酒店,臺北市中山區中山北路2段37之1號,02-25423299轉359,每日24小時開放,4樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
中山區,晶華酒店,臺北市中山區中山北路2段39巷3號,02-2521500轉3328,每日24小時開放,地下1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
中山區,美麗信花園酒店,臺北市中山區市民大道3段83號,02-77025136,每日24小時開放,依酒店實際公告內容為主,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
中山區,台北亞都麗緻大飯店,臺北市中山區民權東路2段41號,02-77352353,每日24小時開放,地下1樓旋轉樓梯旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;面紙、濕紙巾、酒精,無,無,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
中山區,欣欣百貨,臺北市中山區林森北路247號1樓,02-25212211轉188、190,週一至週日11:00~22:00,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
中山區,歐華酒店,臺北市中山區林森北路646號,02-25853258,每日24小時開放,依酒店實際公告內容為主,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
中山區,國王大飯店,臺北市中山區南京東路1段118號,02-25811111轉2208,每日24小時開放,依飯店實際公告內容為主,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
中山區,第一大飯店,臺北市中山區南京東路2段63號,02-25418234轉110,每日24小時開放,地下1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
中山區,台北美福大飯店,臺北市中山區樂群二路55號,02-77325599轉1663,每日24小時開放,2樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
中山區,義華酒店,臺北市中山區樂群二路197號,02-21757999轉1701,每日24小時開放,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
中山區,台北萬豪酒店,臺北市中山區樂群二路199號,02-21757999轉1701,每日24小時開放,1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
中山區,花博公園圓山園區─臺北市休閒農業旅遊服務中心（財團法人臺北市會展產業發展基金會委外）,臺北市中山區玉門街1號,02-25969214,週二至週日09:00~17:00,依園區實際公告內容為主,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,哺集乳室資訊依各場所實際公告內容為主
中正區,立法院,臺北市中正區中山南路1號,02-23585732,週一至週五08:30~18:00,地下1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,僅供民眾洽公使用；哺集乳室資訊依各場所實際公告內容為主
中正區,內政部,臺北市中正區徐州路5號,02-23565143,週一至週五08:00~18:00,3樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,交通部,臺北市中正區仁愛路1段50號,02-23492527,週一至週五08:30~18:00,交通部大樓為民服務中心,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,內政部移民署臺北市服務站,臺北市中正區廣州街15號,02-23889393轉3104,週一至週五08:00~17:00,地下1樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,以室內設備為主,無,以室內設備為主,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,臺灣高等法院民事庭,臺北市中正區貴陽街1段233號,02-23713261轉8579,週一至週五09:00~17:00,2樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,臺灣高等法院刑事庭,臺北市中正區博愛路127號,02-23713261轉8579,週一至週五09:00~17:00,2樓,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,衛生福利部中央健康保險署臺北業務組,臺北市中正區公園路15之1號5樓,02-21912006,週一至週五08:30~17:30,健保大樓5樓聯合服務中心,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,無,無,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,國家圖書館,臺北市中正區中山南路20號,02-23619132轉158,週日、週一08:00~17:00；週二至週六08:00~22:00；每月第一個週一及國定假日不開放,地下1樓 （詩篇咖啡廳旁）,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,無,自行前往哺乳室，並打分機806或213，由專人協助開門；哺集乳室資訊依各場所實際公告內容為主
中正區,國立中正紀念堂管理處,臺北市中正區中山南路21號,02-23431100轉1072,週一至週日09:00~18:00,1樓大孝門廳賣場旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;置物空間;母乳哺育宣導資訊,112年8月,可提供輪椅媽媽使用,護理站或志工服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
中正區,臺北市政府警察局,臺北市中正區延平南路96號,02-23818002,每日24小時開放,L樓大廳,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;消毒器具;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,臺北市政府警察局中正第一分局,臺北市中正區公園路15號,02-23143644,每日24小時開放,分局2樓電梯口左轉，哺(集)乳室位於右側,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;進行滿意度調查,112年8月,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,臺北市政府警察局中正第二分局,臺北市中正區南海路35號1樓,02-23751981,每日24小時開放,1樓會客室旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊,無,可提供輪椅媽媽使用,自行前往哺集乳室，並登記；哺集乳室資訊依各場所實際公告內容為主
中正區,臺北市中正區公所,臺北市中正區忠孝東路1段108號8樓,02-23416721轉308,週一至週五08:30~17:30,本行政中心8樓服務台旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,由專人協助帶領及開門，使用者請登記；哺集乳室資訊依各場所實際公告內容為主
中正區,臺北市交通事件裁決所,臺北市中正區羅斯福路4段92號8樓,02-23658270轉613,週一至週日08:30~17:30,本所B區肇事鑑定課右邊,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,飲水服務;尿布台;母乳專用冰箱;免費衛生用品;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱,無,無,至服務台登記，由專人協助帶領及開門；哺集乳室資訊依各場所實際公告內容為主
中正區,臺北市稅捐稽徵處,臺北市中正區北平東路7之2號,02-23949211轉426,週一至週五08:30~17:30,後棟1樓樓梯旁,靠背椅;有蓋垃圾桶;電源設備 （插座或延長線）;可由內部上鎖之門;緊急求救設備 （求救鈴或電話等）;洗手設施 （洗手台或乾洗手液）,尿布台;母乳專用冰箱;置物空間;嬰兒車停放空間;母乳哺育宣導資訊;設置意見回饋箱;進行滿意度調查,112年8月,可提供輪椅媽媽使用,上鎖管理，可至1樓服務櫃台借用鑰匙；哺集乳室資訊依各場所實際公告內容為主
